"num","subject","predicate","object"
can be V-ed*. It converts (passive) #$Verbs to #$Adjectives. Example: (#$derivedUsingSuffix #$Breakable-TheWord #$Able-TheSuffix)."
"4086","AboveFreezingOnEarth","prettyString","most above freezing"
"4087","AceVentura-TheGame","22-rdf-syntax-ns#type","UnversionedProgram"
"4088","2MMRRegimentHQ-RRS","quotedIsa","FACToryIrrelevantTerm"
"4089","SentientAnimal","rdf-schema#comment","A subset of #$Animal, the collection of all animals which have a mind and are capable of conscious thought, or at least are best treated as such if you have to deal with them."
"4090","AcerComputer","22-rdf-syntax-ns#type","Computers-Topic"
"4091","SpatialThing-Localized","22-rdf-syntax-ns#type","TestOWLExportConcept"
"4092","DeskWorker","rdf-schema#subClassOf","PersonWithOccupation"
"4093","MultiDimensionalQuantity","rdf-schema#comment","i> true of the results of multiplying and dividing quantities generally.  For example, (#$ProductFn (#$MilesPerHour 65) (#$HoursDuration 1)) is equal to the one-dimensional quantity (#$Mile 65).)
<p>
Specializations of #$MultiDimensionalQuantity include #$TwoDimensionalQuantity and #$ThreeDimensionalQuantity."
"4094","AbstractIndividual","prettyString","elements that is also abstract thing"
"4095","802-11WirelessLANProtocol","22-rdf-syntax-ns#type","InternetStandard"
"4096","8MMCamcorder","22-rdf-syntax-ns#type","ArtifactTypeByGenericCategory"
"4097","64Mutant_Fix_article-TheSoftwarePatch","22-rdf-syntax-ns#type","Individual"
"4098","Pathname","prettyString-Canonical","pathname"
"4099","movesWith","rdf-schema#range","SpatialThing-Localized"
"4100","AbstractIndividual","prettyString","items that is also abstract thing"
"4101","AavidThermalTechnologiesInc","prettyString-Canonical","Aavid Thermal Technologies, Inc."
"4102","PhysicalLayerProtocol","rdf-schema#subClassOf","ProtocolStackLayer"
"4103","HelpingAnAgent","prettyString","AIDS"
"4104","ApprovingARequest","prettyString","had approved a request"
"4105","SkeletalMuscle","22-rdf-syntax-ns#type","SpatiallyDisjointObjectType"
"4106","SaudiPerson","22-rdf-syntax-ns#type","TKBNationalityList"
"4107","arg3Genl","rdf-schema#subPropertyOf","relationExplicitlyInvokesTypeDerivatively-ArgGenl"
"4108","FinancialOrganization","rdf-schema#comment","#$FinancialOrganization is a specialization of #$Organization.  Each instance of #$FinancialOrganization is primarily or significantly engaged in the #$FinancialIndustry or whose activities focus on that industry.  Instances of both #$CommercialServiceOrganizations (e.g., banks and brokerage houses) and #$NonProfitOrganizations (e.g., #$InternationalMonetaryFund) may be instances of #$FinancialOrganization.  Specializations of #$FinancialOrganization include #$BankOrganization, #$FinancialExchange, and #$InvestmentOrganization."
"4109","TransportationDevice","quotedIsa","TerrorismOntologyConstant"
"4110","ComputerScienceConference","prettyString-Canonical","computer science conference"
"4111","Freeware","rdf-schema#subClassOf","ComputerProgram-CW"
"4112","105MMRifledBoreCannon","prettyString","105 mm rifled bore gun"
"4113","21cTestGroup2-3","prettyString-Canonical","21c Test Group 2 3"
"4114","LinguisticExpressionPeg","facets-Covering","LinguisticExpressionType"
"4115","FurniturePiece","22-rdf-syntax-ns#type","ArtifactTypeByGenericCategory"
"4116","CycHLSupportModule","rdf-schema#comment","A specialization of #$CycProgramModule-CW each instance of 
which is a code module within the Cyc system such that, for
a certain type of #$CycHLSupportDatastructure (q.v.) claiming 
that some #$CycLSentence has some truth value in some 
#$Microtheory, the code module can verify the validity of 
that support and generate a justification for it."
"4117","3ddesktop-TheProgram","prettyString-Canonical","3ddesktop"
"4118","Poisoning","prettyString-Canonical","poisoning"
"4119","AcceptingAnInvitation","prettyString-Canonical","accepting an invitation"
"4120","ComputerScienceConference","prettyString","computer science conferences"
"4121","21cTestGroup2-4","22-rdf-syntax-ns#type","21cSagemanDataGroup2"
"4122","ArmoredUnit-MilitarySpecialty","22-rdf-syntax-ns#type","MilitaryOrganizationConcept"
"4123","MusicalInstrument","owl#disjointWith","MeasuringDevice"
"4124","AccessingACWFn","arity","1"
"4125","BoneSubPart","rdf-schema#comment","A #$BoneSubPart is a distinuishable part (or all) of a #$Bone-BodyPart."
"4126","A_Change-ThePrefix","prettyString-Canonical","a prefix"
"4127","3DOCompany","22-rdf-syntax-ns#type","PubliclyHeldCorporation"
"4128","touches","prettyString","touch an object"
"4129","AbstractThing","prettyString-Canonical","abstract thing"
"4130","ProseLiteraryWork-CW","rdf-schema#subClassOf","LiteraryWork-CW"
"4131","PortableObject","22-rdf-syntax-ns#type","ExistingObjectType"
"4132","Administrator","prettyString","laymen that has been Has Administrators of an institution"
"4133","identificationStrings","arg2Format","SetTheFormat"
"4134","accessibleDiscourseReferentInUDS","quotedArgument","2"
"4135","AbsolutePathname","22-rdf-syntax-ns#type","IDStringType"
"4136","AbductorPollicisBrevis","prettyString","abductor pollicis brevis muscles"
"4137","DestroyingAnEnemyForce","prettyString","destroy an enemy force"
"4138","arg3Genl","22-rdf-syntax-ns#type","DefaultMonotonicPredicate"
"4139","64Mutant_Fix_article-TheSoftwarePatch","22-rdf-syntax-ns#type","ComputerPatchProgram"
"4140","UnitOfMeasureConcept","prettyString","unit of measure concepts"
"4141","accountForProgramCopy","rdf-schema#comment","(#$accountForProgramCopy ACCOUNT COPY) means that ACCOUNT is an account for COPY; that is, it is possible to log in to a running process of COPY as ACCOUNT."
"4142","AbstractNounProducingSuffix","22-rdf-syntax-ns#type","SuffixCategory"
"4143","SignalsUnit-MilitarySpecialty","22-rdf-syntax-ns#type","GenericMilitaryOrganizations-Organization-Topic"
"4144","125MMSmoothBoreCannon","prettyString","125 millimeter smooth bore guns"
"4145","AboveGround","prettyString","most aboveground"
"4146","IDStringType","typeGenls","IDString"
"4147","AccessingData-MP3","prettyString-Canonical","accessing data on MP3"
"4148","ResearchOrganization","owl#disjointWith","EntertainmentOrRecreationOrganization"
"4149","NounProducingSuffix","22-rdf-syntax-ns#type","LinguisticObjectType"
"4150","genlInverse","rdf-schema#comment","code> means that grandparents are  ancestors of their grandchildren.  See also #$genlPreds and #$negationInverse."
"4151","AbyssalPlain","rdf-schema#comment","An #$AbyssalPlain is any of the great flat sediment-covered areas of ocean floor."
"4152","RelativeLocationalPredicate","prettyString-Canonical","relative locational predicate"
"4153","23rdArmoredDivision","prettyString","the 23rd Blue Armored Division"
"4154","SoftwarePackage","22-rdf-syntax-ns#type","ObjectType"
"4155","SubTopicFunction","rdf-schema#subClassOf","CollectionDenotingFunction"
"4156","LinguisticExpressionPeg","rdf-schema#subClassOf","LinguisticObject"
"4157","29InchTelevisionSet","rdf-schema#subClassOf","ManufacturedGoods"
"4158","ActorInMovies","rdf-schema#comment","The collection of people whose job it is to act in movies."
"4159","PropositionalConceptualWork-HorrorGenre","rdf-schema#subClassOf","PropositionalConceptualWork"
"4160","MentalSituation","prettyString","psychological features"
"4161","MusicalInstrument","prettyString","instrument"
"4162","NormativeSpecification","prettyString","Norm"
"4163","aboardTransporter","arity","2"
"4164","touches","rdf-schema#subPropertyOf","near"
"4165","Company-MilitaryEchelon","rdf-schema#comment","A #$MilitaryUnitTypeByEchelon and a subcollection of #$ModernMilitaryOrganization. #$Company-MilitaryEchelon is and an instance of both #$USArmyEchelon and #$USMarineCorpsEchelon.  
<p>
In the US Army, a company consists of between 60 and 190 soldiers, and is typically made up of three to five platoons (see #$Platoon-MilitaryEchelon).  Two to five companies typically make up an army #$Battalion-MilitaryEchelon.
<p>
In the US Marine Corps, a company consists of roughly 240 marines, and is typically made up of four platoons.  Five companies typically make up a marine #$Battalion-MilitaryEchelon."
"4166","FamousHuman","prettyString","famous persons"
"4167","Mineral","prettyString","minerals"
"4168","HollowCylindricalObject","prettyString-Canonical","hollow cylindrical object"
"4169","85thMeridian-West","rdf-schema#comment","The 85th meridian west of the #$PrimeMeridian of #$PlanetEarth."
"4170","SolidTangibleThing","owl#disjointWith","SemiSolidTangibleThing"
"4171","IslamicNationalist","prettyString","Islamic nationalism laymen"
"4172","AbstractIndividual","prettyString","item that is also abstract thing"
"4173","OuterGarment","prettyString","outerwear"
"4174","Accompaniment","prettyString","co will have occurred"
"4175","PlanetaryBody","22-rdf-syntax-ns#type","ExistingObjectType"
"4176","PersonTypeByActivity","22-rdf-syntax-ns#type","AtemporalNecessarilyEssentialCollectionType"
"4177","CycHLSupportModule","22-rdf-syntax-ns#type","KBDependentCollection"
"4178","8ByteIntegerDatatype","prettyString","eight-byte integer"
"4179","AbductorPollicisLongus","22-rdf-syntax-ns#type","InternalAnimalBodyRegionType"
"4180","AAONInc","prettyString-Canonical","AAON, Inc."
"4181","accountFullName","rdf-schema#range","CharacterString"
"4182","Administrator","prettyString","mortal that has been Has Administrators of an institution"
"4183","above-Higher","negationInverse","above-Higher"
"4184","requiredArg1Pred","quotedIsa","OpenCycDefinitionalPredicate"
"4185","Poisoning","prettyString","have poisoned"
"4186","SolidTangibleThing","22-rdf-syntax-ns#type","TestOWLExportConcept"
"4187","Access-TheProgram","22-rdf-syntax-ns#type","Individual"
"4188","ProgramFault","prettyString-Canonical","program fault"
"4189","MedicalTreatmentEvent","22-rdf-syntax-ns#type","FirstOrderCollection"
"4190","PersonalizableWebPortal","prettyString","web portals"
"4191","3ddesktop-TheProgram","22-rdf-syntax-ns#type","DesktopSwitcherProgram"
"4192","3DPipesScreenSaver-TheProgram","22-rdf-syntax-ns#type","ScreenSaver"
"4193","FinancialOrganization","prettyString-Canonical","financial organization"
"4194","Bay","prettyString","bays"
"4195","AcademicYear","prettyString","school years"
"4196","AbdulAzizMoqrin","prettyString","Moqrin"
"4197","SignalsUnit-MilitarySpecialty","22-rdf-syntax-ns#type","MilitaryOrganizationConcept"
"4198","3DFlyingObjectsScreenSaver-TheProgram","prettyString-Canonical","OpenGL 3D Flying Objects Screen Saver"
"4199","ProperNamePredicateForNPParser","22-rdf-syntax-ns#type","KBDependentCollection"
"4200","AccruingInterestOnACD","prettyString","have accrued interest on a CD account"
"4201","1ByteIntegerDatatype","22-rdf-syntax-ns#type","FixedSizeComputerDatatypeType"
"4202","NoteOnTheClassificationOfAktionsarten","rdf-schema#comment","This refers to the classification of verb phrases according to their denotation in accomplishments, achievements, activities and states, a classification that is standardly used in many NL semantics treatments -- i.e., according to the `type of action' they denote (not sure when the German term came into use, but it seems that it's now in common use). The standard contemporary reference for the classification is work by the philosopher Zeno Vendler, although its origins are traced to #$Aristotle's writings. (1) *Accomplishments* have an intrinsic completion or `culmination' point: an event of this type may occur without reaching this culmination. Example: you may write a letter for 2 hours, though it's not necessarily the case that the letter is written when you stop. (2) *Achievements* are logically `point-like': in an event of this type, whatever occurs previously is generally irrelevant to whether it's felicitous to assert that the event has taken place. Example: `reaching New York City' (after a long trip, say) is an achievement event: it occurs *when* you get there. Suppose you drive for 36 hours toward NYC, but stop in NJ just before crossing the Hudson: then you have *not* reached NYC, even though of course you *have driven to* NYC for quite a long time. This also shows the distinction between achievements (`reaching NYC') and accomplishments (`driving to NYC', which may or may not be completed by getting there). (3) *Activities*: these are occurrences that take place somewhat `uniformly' over time, without a definite completion point. Example: just *writing* is something you can do for a while -- whereas *writing a letter* is an accomplishment, in that it has a definite culmination. (4) *States*: these aren't events at all, in that they denote the holding true of a condition, not the occurrence of a change. In Cyc, this classification is partially reflected by specs of #$Situation and a cluster of collections of event types: #$AccomplishmentType corresponds to (1). #$ProcessType corresponds more or less to (3). States (4) aren't clearly represented in and of themselves: #$StaticSituation comes closest, although most of the verbs Vendler-Aristotle would classify as *stative* are actually represented as relations. (2) is partially captured by another distinction that cuts across the traditional classification of (1), (2) and (3): that between #$DurativeEventType and #$PunctualEventType (for which check out also the #$NoteOnDurativeVsPunctualEvents). The classification of Aktionsarten is essential to characterizing the temporal interpretation of aspect and tense."
"4203","Mortar-120mm-Standard","rdf-schema#comment","A mortar which fires 120mm shells."
"4204","GasPipeline","rdf-schema#comment","The collection of #$Pipelines whose primary function is the transportation of #$NaturalGas.  See also #$OilPipeline."
"4205","AbductorPollicisLongus","22-rdf-syntax-ns#type","SymmetricAnatomicalPartType"
"4206","LegalAgreement","22-rdf-syntax-ns#type","TemporalStuffType"
"4207","WorldWideWebPage-AIS","22-rdf-syntax-ns#type","ObjectType"
"4208","2AMBackgammon-TheGame","22-rdf-syntax-ns#type","Individual"
"4209","Abdomen","prettyString","tummies"
"4210","SocialGathering","owl#disjointWith","IntrinsicStateChangeEvent"
"4211","ArcadeGameProgram","rdf-schema#subClassOf","ComputerGameProgram"
"4212","accomplices","arity","2"
"4213","ProperNamePredicate-Strict","22-rdf-syntax-ns#type","KBDependentCollection"
"4214","FluidFlow-Complete","22-rdf-syntax-ns#type","TemporalStuffType"
"4215","Campsite","22-rdf-syntax-ns#type","ExistingObjectType"
"4216","UnderwaterTopographicalFeature","rdf-schema#comment","A collection of geographical regions and a specialization of #$LandTopographicalFeature and #$UnderwaterLocation. Each instance of #$UnderwaterTopographicalFeature is a region of land under a body of water and is distinguishable from surrounding regions by salient physical differences in surface texture, three-dimensional shape, or elevation."
